Ticker,Date,Open,High,Low,Close,Volume
GOOGL,2020-01-02,66.86783552352698,67.8730239868164,66.77262179859589,67.8730239868164,27278000
GOOGL,2020-01-03,66.84750602902096,68.12445054033702,66.81378055903824,67.51795959472656,23408000
GOOGL,2020-01-06,67.02751808217074,69.34288486446046,66.9962821053439,69.31759643554688,46768000
GOOGL,2020-01-07,69.44900962487809,69.59976407326137,69.00765768436452,69.18370056152344,34330000
GOOGL,2020-01-08,69.16931180182212,70.01383328257931,69.06071230813146,69.6761245727539,35314000
GOOGL,2020-01-09,70.51370271406968,70.84843766453115,69.93250773983897,70.40758514404297,33200000
GOOGL,2020-01-10,70.887623572567,71.15888019723822,70.39816911178163,70.8623275756836,26258000
GOOGL,2020-01-13,71.17423856104631,71.48318564833806,70.68429232295442,71.41128540039062,30730000
GOOGL,2020-01-14,71.4097937019993,71.54021599791382,70.80330278532237,70.94315338134766,26076000
GOOGL,2020-01-15,71.06367483770075,71.44849487036305,70.99623144948461,71.3701400756836,21550000
GOOGL,2020-01-16,71.6800692002155,71.94042198348346,71.40980383677255,71.91364288330078,26080000
GOOGL,2020-01-17,72.52755882003636,73.42067465653932,72.23051437982828,73.36959838867188,52424000
GOOGL,2020-01-21,73.34381561207009,73.88336264250772,72.90791936171401,73.50498962402344,48930000
GOOGL,2020-01-22,73.87591692725086,74.41396566579424,73.5253143022731,73.58531188964844,28458000
GOOGL,2020-01-23,73.76780967939291,74.06287159574599,73.4092694223647,73.6259765625,26650000
GOOGL,2020-01-24,74.02913898316754,74.09757360680229,72.55928524517289,72.70756530761719,29786000
GOOGL,2020-01-27,70.99027408970458,71.2402073113937,70.3932038265922,70.99969482421875,34132000
GOOGL,2020-01-28,71.49608309873746,72.14373017574707,70.93174708981847,71.93049621582031,29724000
GOOGL,2020-01-29,72.32522928653594,72.60690544755049,71.67709035915647,72.23795318603516,21566000
GOOGL,2020-01-30,71.3155792213507,72.1660483074748,71.16185099783613,72.11646270751953,27110000
GOOGL,2020-01-31,72.79136985685548,72.88112787586384,70.76809153712954,71.05175018310547,43822000
GOOGL,2020-02-03,72.48340978528061,73.70581223384661,72.23347662108607,73.52232360839844,71636000
GOOGL,2020-02-04,72.12835081014188,72.76557823057527,70.51865409884083,71.67807006835938,95880000
GOOGL,2020-02-05,72.5806094341786,72.62871192281361,70.89802115663437,71.70980834960938,36376000
GOOGL,2020-02-06,72.00388927199774,73.4707694622342,71.92950709001718,73.19355773925781,37822000
GOOGL,2020-02-07,72.76807109346798,73.65374870960305,72.66988358975605,73.3492660522461,28360000
GOOGL,2020-02-10,73.25604592514885,74.82557052333453,73.15537648833067,74.81465911865234,38302000
GOOGL,2020-02-11,75.04325524636788,75.86695264677628,74.6554615733179,74.88407135009766,34852000
GOOGL,2020-02-12,75.17171334002595,75.39189369571822,74.81516311800998,75.30908203125,31042000
GOOGL,2020-02-13,74.88110442539049,75.67206769006663,74.58356058636251,75.0492172241211,22914000
GOOGL,2020-02-14,75.1057482210196,75.37948673334321,74.66042372612603,75.31402587890625,23198000
GOOGL,2020-02-18,75.09633617170891,75.90068528400265,74.93119712969819,75.3492431640625,25642000
GOOGL,2020-02-19,75.73405324495363,75.90960425641619,75.42560557770153,75.6185073852539,22746000
GOOGL,2020-02-20,75.32791507548832,75.72761146175247,74.59645752229817,75.22774505615234,25962000
GOOGL,2020-02-21,74.61233071932669,74.92822421575049,73.31852714783577,73.56498718261719,42520000
GOOGL,2020-02-24,70.56924154888083,71.23028195609393,69.76290996883232,70.41104888916016,49560000
GOOGL,2020-02-25,70.96349914969215,71.25359725489407,68.4552303299718,68.74781036376953,51580000
GOOGL,2020-02-26,69.17725919757333,70.1041006176885,68.26331169909781,68.95360565185547,49776000
GOOGL,2020-02-27,67.3999329583381,67.90872819863856,65.17333330002323,65.20854187011719,62290000
GOOGL,2020-02-28,63.19321175186874,66.57228162159925,62.890711592468215,66.4135971069336,80198000
GOOGL,2020-03-02,67.01562850899076,68.8048341866294,65.71686100211107,68.74781036376953,55430000
